"ID","y"
1,447.605714285714
2,447.605714285714
3,447.605714285714
4,447.605714285714
5,447.605714285714
6,447.605714285714
7,447.605714285714
8,447.605714285714
9,447.605714285714
10,447.605714285714
11,447.605714285714
12,447.605714285714
13,447.605714285714
14,447.605714285714
15,447.605714285714
16,447.605714285714
17,447.605714285714
18,447.605714285714
19,447.605714285714
20,447.605714285714
21,447.605714285714
22,447.605714285714
23,447.605714285714
24,447.605714285714
25,447.605714285714
26,447.605714285714
27,447.605714285714
28,447.605714285714
29,447.605714285714
30,447.605714285714
31,447.605714285714
32,447.605714285714
33,447.605714285714
34,447.605714285714
35,447.605714285714
36,447.605714285714
37,447.605714285714
38,447.605714285714
39,447.605714285714
40,447.605714285714
41,447.605714285714
42,447.605714285714
43,447.605714285714
44,447.605714285714
45,447.605714285714
46,447.605714285714
47,447.605714285714
48,447.605714285714
49,447.605714285714
50,447.605714285714
51,447.605714285714
52,447.605714285714
53,447.605714285714
54,447.605714285714
55,447.605714285714
56,447.605714285714
57,447.605714285714
58,447.605714285714
59,447.605714285714
60,447.605714285714
61,447.605714285714
62,447.605714285714
63,447.605714285714
64,447.605714285714
65,447.605714285714
66,447.605714285714
67,447.605714285714
68,447.605714285714
69,447.605714285714
70,447.605714285714
71,447.605714285714
72,447.605714285714
73,447.605714285714
74,447.605714285714
75,447.605714285714
76,447.605714285714
77,447.605714285714
78,447.605714285714
79,447.605714285714
80,447.605714285714
81,447.605714285714
82,447.605714285714
83,447.605714285714
84,447.605714285714
85,447.605714285714
86,447.605714285714
87,447.605714285714
88,447.605714285714
89,447.605714285714
90,447.605714285714
91,447.605714285714
92,447.605714285714
93,447.605714285714
94,447.605714285714
95,447.605714285714
96,447.605714285714
97,447.605714285714
98,447.605714285714
99,447.605714285714
100,447.605714285714
101,447.605714285714
102,447.605714285714
103,447.605714285714
104,447.605714285714
105,447.605714285714
106,447.605714285714
107,447.605714285714
108,447.605714285714
109,447.605714285714
110,447.605714285714
111,447.605714285714
112,447.605714285714
113,447.605714285714
114,447.605714285714
115,447.605714285714
116,447.605714285714
117,447.605714285714
118,447.605714285714
119,447.605714285714
120,447.605714285714
121,447.605714285714
122,447.605714285714
123,447.605714285714
124,447.605714285714
125,447.605714285714
126,447.605714285714
127,447.605714285714
128,447.605714285714
129,447.605714285714
130,447.605714285714
131,447.605714285714
132,447.605714285714
133,447.605714285714
134,447.605714285714
135,447.605714285714
136,447.605714285714
137,447.605714285714
138,447.605714285714
139,447.605714285714
140,447.605714285714
141,447.605714285714
142,447.605714285714
143,447.605714285714
144,447.605714285714
145,447.605714285714
146,447.605714285714
147,447.605714285714
148,447.605714285714
149,447.605714285714
150,447.605714285714
151,447.605714285714
152,447.605714285714
153,447.605714285714
154,447.605714285714
155,447.605714285714
156,447.605714285714
157,447.605714285714
158,447.605714285714
159,447.605714285714
160,447.605714285714
161,447.605714285714
162,447.605714285714
163,447.605714285714
164,447.605714285714
165,447.605714285714
166,447.605714285714
167,447.605714285714
168,447.605714285714
169,447.605714285714
170,447.605714285714
171,447.605714285714
172,447.605714285714
173,447.605714285714
174,447.605714285714
175,447.605714285714
176,447.605714285714
177,447.605714285714
178,447.605714285714
179,447.605714285714
180,447.605714285714
181,447.605714285714
182,447.605714285714
183,447.605714285714
184,447.605714285714
185,447.605714285714
186,447.605714285714
